2,5.69591E+17,2015/2/22 12:04,American,MDDavis7,"@VirginAmerica it's really aggressive to blast obnoxious ""entertainment"" in your guests' faces &amp; they have little recourse"
2,5.69588E+17,2015/2/24 11:15,Virgin America,jnardino,@VirginAmerica  I flew from NYC to SFO last week and couldn't fully sit in my seat due to two large gentleman on either side of me. HELP!
2,5.70277E+17,2015/2/24 9:39,Virgin America,heatherovieda,@VirginAmerica amazing to me that we can't get any cold air from the vents. #VX358 #noair #worstflightever #roasted #SFOtoBOS
2,5.70208E+17,2015/2/24 5:05,Virgin America,blackjackpro911,@virginamerica why don't any of the pairings include red wine?! Only white is offered :( #redwineisbetter
2,5.69562E+17,2015/2/22 10:19,Virgin America,Gr8Fratsby,@VirginAmerica seats in Row 8 don't recline should mention that on your website #soreback
2,5.69248E+17,2015/2/21 13:30,Virgin America,wmrrock,"@VirginAmerica - the passenger in 7D, Flt 338 that assaulted me shouldn't have flown. I trust he's banned. Crew filed report to @FAANews"
2,5.69083E+17,2015/2/21 2:36,Virgin America,eatgregeat,@VirginAmerica requested window seat and confirmed window but got stuck in middle seat. Not a good way to treat silver member馃槖
2,5.68946E+17,2015/2/20 17:31,Virgin America,HenryLucero,@VirginAmerica #wtf I paid for direct flight on purpose not to have to stop for fuel exhausted frequent flier and nothing for inconvenience!
2,5.68942E+17,2015/2/20 17:16,Virgin America,stephanieslome,"@VirginAmerica moved my seat with no notice. ""Better seat"" is cabin select not behind the row I selected馃憥 #DISAPPOINTED"
2,5.68902E+17,2015/2/20 14:35,Virgin America,MsReeseGirl,@VirginAmerica soooo are you guys going to leave the seatbelt light on all flight? You can barely call this turbulence :-)
2,5.68851E+17,2015/2/20 11:13,Virgin America,AdamSinger,"@virginamerica not really the experience I was hoping 4, I ws forced 2 check in a small carry on, w/ nothing but empty cabin space on board"
2,5.68519E+17,2015/2/19 13:14,Virgin America,BlackFlagShoppe,@VirginAmerica on VX399 from JFK to LA - dirty plane - not up to your standards.
2,5.68464E+17,2015/2/19 9:35,Virgin America,wmrrock,@VirginAmerica on flight VX399 headed to LA from JFK - dirtiest VA plane I have ever been on. Sad for a great airline.
2,5.68463E+17,2015/2/19 9:32,Virgin America,wmrrock,@VirginAmerica I cannot even open my laptop in seat 4C and I paid a premium for this?!!   Let me out of here!
2,5.68219E+17,2015/2/18 17:22,Virgin America,contimike,@VirginAmerica I am in seat 4C and I cannot even open my laptop; and I paid extra for this seat!!
2,5.68216E+17,2015/2/18 17:11,Virgin America,contimike,@VirginAmerica kinda sucked my earphone jack didn't work on my flight. They may want to look into that for future passengers
2,5.68083E+17,2015/2/18 8:22,Virgin America,iamWalkerR,@VirginAmerica Very poor experience. First computer problem now seat malfunction. Stuck. Missing meeting in San Diego.
2,5.68079E+17,2015/2/18 8:07,Virgin America,MarcoFlavioM,@VirginAmerica Thanks for making my flight from LAX to JFK a nightmare by forcing me to check my carry on bag at the gate. (1)
2,5.67972E+17,2015/2/18 0:59,Virgin America,total_janarchy,"@VirginAmerica mood lighting on point馃檶 Reclining my seat, kickin up my feet馃挙"
2,5.67749E+17,2015/2/17 10:14,Virgin America,tan_talize,"@united Gate agent hooked me up with alternate flights. If you have a way to PREVENT the constant issues, that would rock."
2,5.70302E+17,2015/2/24 11:19,United,slandail,@united #worst2unitedflightsever UA 236 LAS to IAD 2/24 mechanical problems again - took off - had to land for fix - delayed again #wtfodds!
2,5.70253E+17,2015/2/24 8:04,United,PFlandersdc,"@united @simonroesner you'll need to upgrade the seats too, even in economy plus it's like sitting on a concrete bench."
2,5.7024E+17,2015/2/24 7:13,United,campilley,@united but it's hard to stay upset at someone when they at least TRY to show remorse.
2,5.70236E+17,2015/2/24 6:57,United,Evan_Flay,"@united $25 United coupon to make up for broken entertainment system on a 9-hour flight, seriously? #Ridiculousness #learncustomerservice"
2,5.70225E+17,2015/2/24 6:14,United,AurelAssan,@united I'm not a child. I'm someone who has an issue with flying and prepares ahead of time to reduce the distress caused by planes. You
2,5.70205E+17,2015/2/24 4:52,United,Evan_Flay,@united So what does someone with severe anxiety do when the one person who can help him isn't next to him?
2,5.70201E+17,2015/2/24 4:39,United,Evan_Flay,@united Booked a flight home over 7 months ago and requested seats together for my fianc茅e and I. We got 2 middle seats. UNACCEPTABLE. The
2,5.70189E+17,2015/2/24 3:49,United,Evan_Flay,@united   It's too bad UA has had another unforeseeable operational issue on my return flight.
2,5.70115E+17,2015/2/23 22:57,United,747_TJ,@united UA938 ORD-LHR.  bags are being loaded 30min Late Flight. Frigid air into cabin! Plane feels like falling apart! Upgrade long haul fleet!
2,5.70063E+17,2015/2/23 19:31,United,theBRYZness,@united updated A320 aircraft has wifi and device entertainment but no outlets. I don't get it. How can I charge devices?
2,5.70058E+17,2015/2/23 19:07,United,davidchernin,@united system failure again = bad trend.  Software projects are like flying an airplane; there's no such thing as an emergency takeoff.
2,5.70052E+17,2015/2/23 18:45,United,gguilber,"@united UA 746. Pacific Rim and Date Night cut out. Not constantly or randomly, but one spot, repeatably."
2,5.70049E+17,2015/2/23 18:35,United,theKos,"@united is horrible!! They lost our carseat and expect us to use a loner carseat, safety regulations say it's illegal to use a used car seat"
2,5.70045E+17,2015/2/23 18:18,United,Nikki62878,@united landed in Boston at 9 last night.  The 15 hours of traveling was rough tho.
2,5.70023E+17,2015/2/23 16:51,United,nbhdsheila,@United now what?!? http://t.co/5hpSqVRjK8 flight was gone when I got off plane! #BusinessTravel #goodenoughmother
2,5.7002E+17,2015/2/23 16:38,United,goodenufmother,@united empathizes w/ my disappointment that 1stClass flight w/nonworking entertainmnt is worth $50. #UnFriendlySkies http://t.co/lOecO4gmvd
2,5.70014E+17,2015/2/23 16:16,United,brooklyn_dodger,"@united cs thinks that miles can repair the damage done, it will be interesting if they travel in @united and exp the worst flight ever!"
2,5.70005E+17,2015/2/23 15:38,United,ganteisan,@united Lovely new plane from LGA to ORD but no power outlets?
2,5.69992E+17,2015/2/23 14:45,United,ishowman,@united the least you could do is offer me a ticket in coach instead of just Cancelled Flighting my reservation because of your glitch!!! #notfair
2,5.6998E+17,2015/2/23 14:00,United,SamuelSitt,"@united Arriving 25 minutes early is nice, but not if equipment isn't ready. Waiting 30 minutes for luggage, so far. Time gains wiped out."
2,5.6996E+17,2015/2/23 12:41,United,bdhowald,@united I did. The AC went on for about 20 minutes before returning to the Mojave Desert. #PressureCooker #HeatTrap
2,5.6995E+17,2015/2/23 12:02,United,segallsays,"@united I was told it was due to be on UA23 which flies direct to Dublin, so why did it go to London? This is a complete shambles!"
2,5.69947E+17,2015/2/23 11:47,United,8629Fissile,"@United flight was scheduled for 11:56, it's 1:05 and we haven't moved. I have never been on a flight where everyone moved without a sense"
2,5.69936E+17,2015/2/23 11:05,United,docmartin_10,"@united since bulkhead seats cannot have bags on floor, why don't u reserve o/head space above those seats? In 1B on UA246 - not impressed"
